id,project_id,keyword
1,1,rheuamtoid
2,1,Running
3,1,Arthritis
4,3,Pregnancy
5,3,Treatment efficacy
6,3,Vomiting
7,3,Nausea
8,3,Ambulatory
9,4,Surveys
10,4,Parakeet
11,4,non-native
12,4,Invasive species
13,4,Social sciences
14,5,leaf
15,5,Leaves
16,5,mung bean
17,5,mungbean
18,5,leaf imaging
19,5,leaf area
20,5,leaf gwas
21,6,Oral medicine
22,6,qualitative research
23,6,Chemotherapy
24,7,treatment uncertainty
25,7,Acne
26,7,qualitative research
27,7,priority setting
28,8,Delirium
29,8,qualitative research
30,8,Intensive care units
31,8,Focus groups
32,9,Parkinson’s disease
33,9,Patients
34,9,Home exercise
35,9,barriers
36,9,qualitative research
37,10,Illness experience
38,10,qualitative research
39,10,Stroke
40,10,Middle aged
41,10,Psychosocial aspects
42,11,Headache
43,11,Neurology
44,11,Magnetic resonance imaging
45,11,qualitative research
46,11,General Practice
47,12,qualitative research
48,12,Paediatric A&E and ambulatory care
49,12,Accident & emergency medicine
50,13,delayed diagnosis
51,13,: Craniosynostoses
52,13,outcome assessment (health care)
53,13,qualitative research
54,13,parents
55,14,pharmaceutical industry
56,14,pharmaceutical marketing
57,14,qualitative research
58,14,promotion of medicines
59,14,prescribing behaviors
60,15,Health economics
61,15,Health policy
62,15,qualitative research
63,15,Human resource management
64,15,Organisational development
65,16,Adverse events
66,16,Public health
67,16,qualitative research
68,16,Drug safety
69,16,Adverse reactions
70,17,qualitative research
71,17,semi-structured interview
72,17,topic analysis
73,18,Qualitative
74,18,Kenya
75,18,Client interviews
76,19,VMMC Decision making
77,19,Qualitative studies
78,19,HIV prevention
79,19,Global health
80,22,open access
81,22,Physicians
82,22,information use
83,22,World Wide Web technology
84,22,Medical education & training
85,22,Information storage and retrieval
86,22,informatics
87,22,Information management
88,22,Information technology
89,22,evidence-based medicine
90,22,Health informatics
91,23,Arabidopsis thaliana
92,23,mortality proxies
93,23,Brassica rapa
94,23,Virulence
95,23,Cauliflower mosaic virus
96,24,Parkinson’s disease
97,24,behavioural change intervention
98,24,exercise self-efficacy
99,24,exercise adherence
100,24,Physiotherapy
101,24,Theoretical Domains Framework
102,25,Medical law
103,25,Child protection
104,25,Child & adolescent psychiatry
105,26,COVID-19
106,26,vaccine uptake
107,26,Tuberculosis
108,26,enablers
109,26,barriers
110,26,prevalence
111,27,Young Carers
112,27,Delphi study
113,27,interviews
114,27,Delphi
115,27,interview data
116,28,Febrile Illness
117,28,Health-system factors
118,28,Under-five children
119,28,Caregivers
120,28,prevalence
121,29,Dental education
122,30,Nature Based Solutions
123,30,Qualitative Comparative Analysis
124,30,Urban environments
125,30,Ecology and environmental sciences
126,30,Environmental management
127,31,Oceanic lithosphere
128,31,Asthenosphere
129,31,Mantle convection
130,31,Body wave tomography
131,31,Ocean Bottom Seismometer
132,32,"DTC, Establishment, Functionality"
133,33,Dental
134,33,Preparedness
135,33,Emergency
136,33,Response
137,33,Kenya
138,33,COVID-19
139,33,dental facility preparedness
140,34,Industrial engineering
141,35,Hypertension
142,35,HIV
143,35,Blood pressure
144,35,Integration
145,35,care cascade
146,35,multi-disease
147,36,conodont
148,36,Upper Triassic
149,36,landmark analysis
150,36,Fourier analysis
151,36,Principal component analysis
152,36,consensus shape
153,37,randomised controlled trial
154,37,qualitative metasummary
155,37,clinicians
156,37,systematic review
157,38,Tuberculosis
158,38,consent
159,38,ethics
160,38,bronchoscopy
161,41,Numerical Simulation
162,41,Lightning Attachment Process
163,41,Initiation of Multiple Upward Leaders
164,41,Leader Behaviors
165,42,mimicry
166,42,parasite-host interactions
167,42,imprinting
168,43,Coevolution
169,43,evolutionary
170,43,Methods
171,45,Gynogens
172,45,Hybrid speciation
173,45,Poecilia latipinna
174,45,Poecilia mexicana
175,45,reaction norms
176,45,Poecilia formosa
177,47,Black mustard
178,47,Common garden
179,47,Generalist and specialist herbivores
180,47,Rapid post-introduction evolution
181,47,Qualitative defence compounds.
182,48,adaptation
183,48,Evolution
184,48,geographic selection mosaic
185,48,qualitative and quantitative pollinator shifts
186,48,phenotypic selection
187,48,Pollination
188,48,Viscaria vulgaris
189,49,Clinical research
190,49,Clinical trials
191,49,Retention
192,49,meta-synthesis
193,49,systematic review
194,49,underrepresented groups
195,49,recruitment
196,50,Qualitative studies
197,50,Software engineering
198,50,accessibility
199,51,Survey research
200,51,Coral reefs
201,51,international collaboration
202,51,marine science equity
203,51,collaborative research
204,52,Science planning
205,52,Research organization
206,52,Open data
207,52,Open science
208,52,Science and research administration
209,52,Data processing
210,53,Software design
211,53,Software engineering
212,53,Qualitative analysis
213,54,citations
214,54,research assessment exercise
215,54,impact factor
216,54,research excellence framework
217,54,quality of science
218,54,merit of science
219,55,All Cerebrovascular disease/Stroke
220,55,Stroke prevention
221,55,All Imaging
222,55,carotid artery stenosis
223,55,vulnerable plaque
224,56,Qualitative analysis
225,56,thematic analysis
226,56,PBL
227,56,Medical education
228,57,Passerines
229,57,Ornithology
230,57,spring 2015
231,57,infrared
232,57,wind profiling
233,57,calibration
234,57,2010-2012
235,59,diversity
236,59,Species diversity
237,59,Crude oil
238,59,Black cumin
239,59,cluster
240,59,GCV
241,59,heritability
242,59,PCA
243,59,PCV
244,60,research program
245,60,high school
246,60,Disparities
247,61,Animal models
248,61,clinical research literature
249,61,Stroke
250,62,Primates
251,62,Baboons
252,62,Papio
253,62,Dentition
254,62,dental wear
255,62,discrete data
256,62,qualitative data
257,62,scoring system
258,63,Ethics (see Medical Ethics)
259,63,Primary care
260,63,Paediatric infectious disease & immunisation
261,63,Organisation of health services
262,64,Mayring
263,64,Qualitative Content Analysis
264,64,gender-based discrimination
265,64,female students
266,64,female physicians
267,65,urbanisation
268,65,agricultural pest control
269,65,Land-use change
270,65,anthropogenic stressors
271,65,land classification
272,65,pollinator
273,66,Delphi Panel
274,66,Translational Science Benefits Model
275,66,coding criteria
276,66,Content Validation
277,66,Research impact
278,67,blue carbon
279,67,ecosytem change
280,67,habitat loss
281,67,marine restoration
282,67,shifting baseline syndrome
283,68,Ecology and environmental sciences
284,68,Systematic reviews
285,68,Indigenous populations
286,69,Social network analysis
287,69,research priorities
288,69,value of information
289,69,Environmental management
290,69,complexity
291,70,Zoonoses
292,70,risk perception
293,70,COVID-19
294,70,attitudes
295,70,human-animal interaction
296,70,Psychometric Paradigm
297,71,Ward's hierarchical clustering
298,71,mammal locomotion
299,71,behaviour quantification
300,71,Cluster analysis
301,71,comparative analysis
302,72,mixed methods
303,72,farming
304,72,local knowledge
305,72,soil carbon sequestration
306,72,agri-environment
307,72,qualitative mapping
308,72,Uplands
309,72,interdisciplinary
310,72,soil carbon storage
311,73,sperm morphology
312,73,Passerines
313,73,Passerides
314,73,Scanning electron microscopy
315,73,Light microscopy
316,73,Sperm evolution
317,74,Phytoplankton
318,75,Detection Function
319,75,North Sea
320,75,Celtic Sea
321,75,Bay of Biscay
322,75,English Channel
323,75,Irish Sea
324,75,Hebrides
325,76,Post-disturbance regeneration
326,76,Recovery drivers
327,76,Ground-based inventories
328,77,zero-inflated data
329,77,Machine learning
330,77,Remote sensing
331,77,quantitative and qualitative prediction
332,77,spatiotemporal resolutions
333,77,dengue incidence
334,78,Rapid diagnostic tests
335,78,Patient perceptions
336,78,Malaria
337,78,Patient-provider communication
338,78,Patient expectations
339,78,Diagnosis
340,78,Treatment acceptance
341,79,CRISPR
342,79,bacterial ecology
343,79,Gillespie
344,79,tau-leaping
345,79,phage
346,80,marine reptiles
347,80,Cetacea
348,80,Dental Ecology
349,80,feeding guilds
350,80,geometric morphometry
351,80,palaeoecology
352,81,Madingley model
353,81,General Ecosystem Model
354,81,bushmeat
355,81,Congo Basin
356,81,bushmeat yields
357,81,extinction probability
358,81,optimal harvest
359,81,data-deficient
360,81,sustainable harvest rates
361,81,ecosystem-level impacts
362,81,duiker antelope
363,81,Cephalophus callipygus
364,81,Cephalophus dorsalis
365,82,host
366,82,parasite
367,82,pathogen
368,82,Coevolution
369,82,resistance
370,82,infectivity
371,82,Theory
372,82,mathematical modelling
373,82,Red Queen
374,83,Kin selection
375,83,Comparative studies
376,83,Insects
377,83,Melipona
378,83,behaviour
379,84,Rockfish
380,84,Marine reserves
381,84,MPA Monitoring
382,84,collaborative research
383,84,MPA response variables
384,84,MPA network
385,84,Sebastes spp.
386,85,nrITS
387,85,Delphinidae
388,86,Colonisation
389,86,conservation and management
390,86,extinction
391,86,habitat fragmentation
392,86,landscape dynamics
393,86,metapopulation modelling
394,86,Stochastic Patch Occupancy Models
395,87,Climate change
396,87,floral traits
397,87,plant fitness
398,87,Pollination
399,87,Reduced rainfall
400,87,Volatile Organic Compound (VOC)
401,87,Water deficit
402,87,Water-limited
403,87,Global change ecology
404,88,environment
405,88,next‐generation sequencing
406,88,Rodent
407,88,wetland
408,89,Setophaga townsendi
409,89,Raven Pro
410,89,Warbler
411,89,wood-warbler
412,89,song analysis
413,89,Type I song
414,89,Type II song
415,90,adaptation
416,90,Sexual selection
417,90,Mating Systems
418,91,GCMS
419,91,Helianthus
420,91,Monoterpene
421,91,phenotypic integration
422,91,sesquiterpene
423,91,Asteraceae
424,92,Cerasus
425,92,leaf anatomy
426,92,Calcium Oxalate Crystals
427,93,Entomology
428,93,Ecology
429,93,Insect physiology
430,93,Urban ecology
431,94,consumer-resource dynamics
432,94,Daphnia pulex
433,94,ecosystem connectivity
434,94,gradostat
435,94,metaecosystem
436,94,nutrient enrichment
437,95,Ediacaran
438,95,Paleontology
439,95,paleoenvironment
440,95,paleocurrent
441,95,Rangeomorphs
442,95,Fractofusus
443,96,Apis mellifera
444,96,polyandry
445,96,hyperpolyandry
446,96,genome to phenome
447,96,worker task organization
448,96,Social evolution
449,97,costs
450,97,Fucus vesiculosus
451,97,inducible resistance
452,97,water-borne defense
453,97,marine algae
454,97,phlorotannins
455,98,Evolutionary biology
456,99,Caenorhabditis elegans
457,99,Sperm
458,99,Sexual reproduction
459,100,remote sensing.
460,100,gusts
461,100,ultralight
462,100,Acceleration
463,100,UAV
464,100,Turbulence
465,100,bio-inspiration
466,101,Evolutionary biology
467,101,Chondrichthyes
468,101,Holocephali
469,102,Chronic kidney disease
470,102,Frailty
471,102,physical function
472,102,Exercise training
473,102,Physical activity
474,102,Geriatric nephrology
475,103,Neurospora crassa
476,103,Talaromyces helicus
477,103,fungi
478,103,Microfluidics
479,105,Arecaceae
480,105,ectozoochory
481,105,fleshy fruits
482,105,granivory
483,105,endocarps
484,105,caching
485,105,Species interactions
486,105,Mutualism
487,105,plant-animal interaction
488,105,antagonism
489,105,pulp
490,105,plant demography
491,105,Mammals
492,105,Reptiles
493,105,handling ability
494,105,Primates
495,105,Parrots
496,105,Tapirus terrestris
497,105,Dasyprocta leporina
498,105,Anodorchynchus hyancinthinus
499,105,Attalea maripa
500,105,Syagrus romanzoffiana
501,105,Euterpe edulis
502,105,Syagrus pseudococos
503,105,Astrocaryum aculeatissimum
504,105,Livistona chinensis
505,105,Acrocomia totai
506,105,Attalea barreirensis
507,105,Attalea eichleri
508,105,Attalea phalerata
509,105,Mauritia flexuosa
510,105,Syagrus oleracea
511,105,Oenocarpus bataua
512,105,Astrocaryum murumuru
513,105,Bactris glaucescens
514,105,Allagoptera caudescens
515,105,Astrocaryum alatum
516,105,Astrocaryum chambira
517,105,Astrocaryum gratum
518,105,Astrocaryum jauari
519,105,Astrocaryum mexicanum
520,105,Astrocaryum paramaca
521,105,Astrocaryum sciophilum
522,105,Astrocaryum standleyanum
523,105,Attalea butyracea
524,105,Attalea humilis
525,105,Attalea princeps
526,105,Attalea rostrata
527,105,Bactris acanthocarpa
528,105,Bactris barronis
529,105,Bactris major
530,105,Bactris maraja
531,105,Bactris setosa
532,105,Cocos nucifera
533,105,Copernicia alba
534,105,Copernicia tectorum
535,105,Cryosophila guagara
536,105,Dictyocaryum lamarckianum
537,105,Elaeis guineensis
538,105,Euterpe oleracea
539,105,Iriartea deltoidea
540,105,Oenocarpus bacaba
541,105,Phytelephas macrocarpa
542,105,Raphia taedigera
543,105,Roystonea oleracea
544,105,Socratea exorrhiza
545,105,Syagrus ruschiana
546,105,Syagrus sancona
547,105,Welfia regia
548,105,Ara ararauna
549,105,Cuniculus paca
550,105,Dasyprocta punctata
551,105,Guerlinguetus brasiliensis
552,105,Notosciurus granatensis
553,105,Pecari tajacu
554,105,Ramphastos dicolorus
555,105,Sapajus apella
556,105,Sciurus granatensis
557,105,Tayassu pecari
558,105,Atelidae
559,105,Canidae
560,105,Cebidae
561,105,Cotingidae
562,105,Cracidae
563,105,Cricetidae
564,105,Dasyproctidae
565,105,Didelphidae
566,105,Echimyidae
567,105,Procyonidae
568,105,Psittacidae
569,105,Ramphastidae
570,105,Sciuridae
571,105,Tapiridae
572,105,Tayassuidae
573,105,Turdidae
574,105,Ateles geoffroyi
575,105,Alouatta guariba
576,105,Alouatta caraya
577,105,Ateles belzebuth
578,105,Alouatta guariba clamitans
579,105,Cerdocyon thous
580,105,Atelocynus microtis
581,105,Lycalopex gymnocercus
582,105,Canis latrans
583,105,Urocyon cinereoargenteus
584,105,Speothos venaticus
585,105,Cebus capucinus
586,105,Sapajus xanthosternos
587,105,Cebus olivaceus
588,105,Saimiri sciureus
589,105,Carpornis cucullata
590,105,Lipaugus lanioides
591,105,Procnias nudicollis
592,105,Pyroderus scutatus
593,105,Cephalopterus penduliger
594,105,Pipile jacutinga
595,105,Penelope obscura
596,105,Penelope purpurascens
597,105,Penelope superciliaris
598,105,Ortalis canicollis
599,105,Ortalis guttata
600,105,Chamaepetes goudotii
601,105,Ortalis squamata
602,105,Mitu tuberosum
603,105,Akodon montensis
604,105,Euryoryzomys russatus
605,105,Nectomys squamipes
606,105,Sooretamys angouya
607,105,Thaptomys nigrita
608,105,Hylaeamys oniscus
609,105,Cerradomys subflavus
610,105,Hylaeamys megacephalus
611,105,Myoprocta acouchy
612,105,Dasyprocta azarae
613,105,Dasyprocta fuliginosa
614,105,Didelphis albiventris
615,105,Didelphis aurita
616,105,Didelphis marsupialis
617,105,Monodelphis americana
618,105,Marmosa robinsoni
619,105,Trinomys iheringi
620,105,Proechimys semispinosus
621,105,Hoplomys gymnurus
622,105,Clyomys laticeps
623,105,Thrichomys pachyurus
624,105,Nasua nasua
625,105,Procyon cancrivorus
626,105,Nasua narica
627,105,Potos flavus
628,105,Pyrrhura frontalis
629,105,Triclaria malachitacea
630,105,Brotogeris tirica
631,105,Pionus chalcopterus
632,105,Pyrilia pulchra
633,105,Ara glaucogularis
634,105,Ara severus
635,105,Orthopsittaca manilatus
636,105,Amazona aestiva
637,105,Guaruba guarouba
638,105,Anodorhynchus hyacinthinus
639,105,Pteroglossus bailloni
640,105,Ramphastos vitellinus
641,105,Selenidera maculirostris
642,105,Ramphastos ambiguus
643,105,Ramphastos brevis
644,105,Ramphastos sulfuratus
645,105,Ramphastos vitellinus ariel
646,105,Aulacorhynchus haematopygus
647,105,Aulacorhynchus prasinus
648,105,Ramphastos toco
649,105,Sciurus aestuans
650,105,Sciurus aestuans ingrami
651,105,Sciurus igniventris
652,105,Sciurus aureogaster
653,105,Sciurus deppei
654,105,Sciurus variegatoides
655,105,Hadrosciurus igniventris
656,105,Microsciurus mimulus
657,105,Sciurus ignitus
658,105,Sciurus aureogaster aureogaster
659,105,Tapirella bairdii
660,105,Turdus albicollis
661,105,Turdus amaurochalinus
662,105,Turdus flavipes
663,105,Turdus leucomelas
664,105,Turdus rufiventris
665,105,Turdus subalaris
666,105,Turdus ignobilis
667,105,Turdus fuscater
668,105,Turdus nigriceps
669,105,Sabal mexicana
670,105,Oenocarpus mapora
671,105,Brahea armata
672,105,Allagoptera arenaria
673,105,Butia odorata
674,105,Attalea funifera
675,105,Bactris ferruginea
676,105,Ceroxylon alpinum
677,105,Attalea oleifera
678,105,Astrocaryum aculeatum
679,105,Syagrus loefgrenii
680,105,Acrocomia aculeata
681,105,Geonoma pauciflora
682,105,Coccothrinax barbadensis
683,105,Attalea cohune
684,105,Bactris gasipaes
685,105,Attalea speciosa
686,105,Euterpe precatoria
687,106,Social networks
688,106,demographic modelling
689,106,Survival analysis
690,106,capture-recapture models
691,106,simulation model
692,107,Air-water interfaces
693,107,Spontaneous organic oxidation
694,107,OH radicals
695,110,foster children
696,110,child welfare
697,110,participation
698,110,meta-synthesis
699,111,Large heath butterfly
700,111,Coenonympha tullia
701,111,peatland restoration
702,111,lowland raised bog
703,111,resource-based habitat management
704,113,Illumina
705,113,Oxford Nanopore Technologies
706,113,Next Generation Sequencing
707,113,DNA alignment
708,113,Synthetic biology
709,113,plasmid
710,113,sequencing quality
711,114,Speciation
712,114,Fisher's geometric model
713,114,Heterosis
714,114,optimal outbreeding
715,114,Haldane's rule
716,114,Darwin's corollary
717,115,Huntington's disease
718,115,genome-wide association analysis
719,115,genetic modifiers
720,115,motor and cognitive domains
721,116,Quantum Simulation
722,116,Rydberg atom array
723,116,Atomic physics
724,117,reporting guidelines
725,117,routinely collected health data
726,117,information dissemination
727,117,documentation
728,117,observational research
729,117,Medical journals
730,117,health administrative data
731,117,peer review journals
732,117,epidemiologic methods
733,117,primary care databases
734,117,knowledge dissemination
735,117,electronic health data
736,117,publishing
737,117,scientific journals
738,118,Madagascar
739,118,Comprehensive Sexuality Education
740,118,youth
741,118,School-based interventions
742,118,Human-centered design
743,118,participatory research
744,118,Youth interventions
745,118,Community-health
746,118,reproductive health
747,118,adolescent health
748,119,Dasyurus hallucatus
749,119,Procrustes ANOVA
750,119,Shape variation
751,121,Drosophila
752,121,RNAi
753,121,Mendelian randomization
754,121,longevity
755,121,Fecundity
756,122,chromosomal rearrangements
757,122,recombination
758,122,Selection - Natural
759,123,visual ecology
760,123,Teleosts
761,123,Visual acuity
762,124,bio-cultural
763,124,Transformation
764,124,values
765,124,social-ecolgocial systems
766,124,Sustainable Development Goals
767,125,ASEAN
768,125,network governance
769,125,policy networks
770,125,resource dependence
771,125,soft institutionalisation
772,126,General Medicine
773,127,caste determination
774,127,royal jelly
775,128,Field Notes
776,128,Extended Specimen
777,128,Ecology
778,128,simulations
779,128,Museum collections
780,129,Evolution of ageing
781,129,Life History Evolution
782,130,aggressiveness motivation
783,130,complex communication
784,130,context-dependent signal
785,130,signal matching
786,130,stream-breeding frog
787,130,territorial contests
788,131,mtDNA Barcode
789,131,Parapatry
790,131,Mito-nuclear coevolution
791,133,perturbations
792,133,extreme events
793,133,recovery
794,133,protist communities
795,133,biodiversity–ecosystem functioning
796,134,sloths
797,134,morphology
798,134,Partition
799,134,Phylomorphospace
800,134,Diet
801,134,locomotion
802,135,"Behaviour, Evolution"
803,135,clonal raider ant
804,135,Social immunity
805,135,automated tracking
806,135,interaction network
807,135,Ooceraea biroi
808,136,Eurasian (Myriophyllum spicatum)
809,136,hybrid (M. spicatum × M. sibiricum)
810,136,watermilfoil
811,137,stable isotopes 13C
812,137,stable isotopes 15N
813,137,songbirds
814,137,plasma
815,137,red blood cell
816,137,feather
817,137,overwinter
818,137,aerial insects
819,137,spider
820,137,fruit
821,138,Umbilicaria
822,138,Taxonomy
823,138,variety rank
824,138,Conservation genetics
825,139,Functionality
826,139,Challenges
827,139,Low income countries
828,139,middle income countries
829,139,Maturity level
830,139,strengthening
831,139,pharmacovigilance
832,140,alpine plants
833,140,GLORIA
834,140,climate change biology
835,140,community composition
836,140,turnover
837,140,null model
838,140,time series
839,140,long-term monitoring
840,140,species richness
841,140,SUMMIT
842,141,Graduates
843,141,Economics
844,141,online
845,142,Climate change
846,142,seasonality
847,142,Extreme high-temperature events
848,142,Demography
849,142,Population growth
850,142,Temperate insects
851,142,Grapholita molesta
852,142,Lepidoptera
853,144,statistics education
854,144,data science education
855,144,Case Study
856,144,learning trajectory
857,144,R
858,145,FASTA format
859,146,user experience (UX)
860,146,academic libraries
861,147,Nurses
862,147,Decision making
863,147,Quality of care
864,147,Allied health care professionals
865,147,Health care providers
866,147,Labor and delivery
867,147,Health care facilities
868,147,India
869,148,women representation
870,148,higher leadership position
871,148,Gender equality
872,149,Biometrics
873,149,Face recognition
874,149,Person identification
875,149,Visual expertise
876,149,forensic science
877,150,highly unsaturated fatty acids
878,150,Review
879,152,MaxEnt
880,152,fireweed
881,152,cytogeography
882,152,Holocene
883,152,Chamerion angustifolium
884,153,Regret
885,153,wellbeing
886,153,consumption
887,153,sustainability
888,154,American Academy of Neurology
889,154,TRANSCENDS
890,154,Training Program
891,154,Scholars
892,154,Mentor
893,156,fluid-solid-energy coupled solver
894,156,FSI
895,156,Piezoelectricity
896,157,Computer software
897,157,genome assembly
898,157,Pungitius pungitius
899,157,Gasterosterus aculeatus
900,157,genetic linkage map
901,157,Haplotypes
902,158,Topic Modeling
903,158,thematic analysis
904,158,Engineering Education
905,159,Conservation rule-breaking
906,159,IUU
907,159,Participatory methods
908,159,MPA
909,159,Sri Lanka
910,160,Electrophysiology
911,160,ITD
912,160,reflex
913,160,EMG
914,162,Physician Champions
915,162,electronic health records
916,162,Health Information Systems
917,162,Computer User Training
918,162,EHR Customization
919,162,implementation science
920,163,reference libraries
921,163,Quality control
922,163,annotation
923,163,BOLD systems
924,166,Electric charge
925,166,Demand Prediction
926,166,UrbanEV
927,167,psilocybin therapy
928,167,psilocybin
929,167,Anorexia nervosa
930,167,Eating disorders
931,167,psychedelic assisted therapy
932,168,Crystallography
933,168,eggshell
934,168,electron backscatter diffraction
935,168,Avian
936,169,ecoregions
937,169,mapping
938,169,ecological regions
939,169,conservation priority
940,169,population pressure
941,169,endemism
942,170,Sexual signals
943,170,social selection
944,170,Sexual selection
945,170,Mate choice
946,170,female ornaments
947,171,Helodermatidae
948,171,lizard
949,171,ethogram
950,171,fighting
951,171,bite force
952,171,venom
953,172,Empathy
954,172,Problem solving
955,173,co-diversification
956,173,Peucetia viridans
957,173,species tree distribution
958,173,Exyra semicrocea
959,173,Community phylogeography
960,173,Fletcherimyia celarata
961,173,Pleistocene epoch
962,173,Sarcophaga sarraceniae
963,173,Misumenoides formosipes
964,173,BUCKy
965,173,Sarracenia alata
966,173,Macroseius biscutatus
967,174,paediatrics
968,175,Biodiversity hotspot
969,175,Ecological restoration
970,175,functional diversity
971,175,Open science
972,175,replication
973,175,species richness
974,176,Mutualism
975,176,Ecology
976,176,Publilia concava
977,176,Density-dependence
978,177,drought stress
979,177,entomo-ecology
980,177,Plant-Insect Interaction
981,177,Climate change
982,178,colour
983,178,flower
984,180,medical scientists
985,180,Burnout
986,180,mindfulness
987,180,wellbeing
988,180,Attention
989,180,visual alpha
990,181,structural equation modeling
991,181,Phylogenetically informed regression (PGLS)
992,181,GLMM
993,181,Social network analysis
994,181,ERGM
995,181,theory-driven ethnobiology
996,183,linear morphometrics
997,183,Stigmochelys
998,183,Geochelone
999,183,Chelonoidis
1000,183,Centrochelys sulcata
1001,183,Manouria
1002,183,Centrochelys
1003,183,Hesperotestudo wilsoni
1004,183,Xerobates berlandieri
1005,183,Testudo
1006,183,paleoclimate proxy
1007,183,Pyxis arachnoides
1008,183,Testudo graeca
1009,183,Pyxis planicauda
1010,183,Testudines
1011,183,Xerobatinae
1012,183,Hesperotestudo
1013,183,Holocene
1014,183,Plastron
1015,183,Chelonoidis nigra
1016,183,Astrochelys
1017,183,Aldabrachelys
1018,183,Gopherus hexagonaria
1019,183,Carapace
1020,183,Gopherus
1021,183,mass estimation
1022,183,Testudo kleinmanni
1023,183,Hesperotestudo crassiscutata
1024,183,tortoise
1025,183,scute
1026,183,Stigmochelys pardalis
1027,183,Xerobates
1028,183,Quaternary
1029,183,Testudininae
1030,183,Gopherus polyphemus
1031,183,Testudinidae
1032,183,Chelonoidis carbonaria
1033,183,Manouria emys
1034,183,Xerobates agassizii
1035,183,Geochelone platynota
1036,183,Pyxis
1037,183,Aldabrachelys gigantea
1038,183,Astrochelys radiata
1039,183,Testudo marginata
1040,184,model selection
1041,184,Pleurodema
1042,184,Holocene
1043,185,veal
1044,185,beef-on-dairy
1045,185,calf rearing
1046,185,calf transportation
1047,186,species abundance distribution
1048,186,habitat loss
1049,186,Holocene
1050,186,habitat fragmentation
1051,187,Corticosteroids
1052,187,Clinical epidemiology
1053,187,Decision analysis
1054,187,Neuropathy
1055,187,Glucocorticoids
1056,187,pharmacovigilance
1057,187,demyelinating diseases
1058,187,Neurology
1059,187,Pharmacoepidemiology
1060,188,amplitude of low-frequency fluctuation (ALFF)
1061,188,Reproducibility
1062,188,test-retest
1063,188,functional magnetic resonance imaging (fMRI)
1064,188,Homo Sapiens
1065,188,low-frequency fluctuations (LFO)
1066,188,spontaneous neuronal activity
1067,188,Consistency
1068,188,Neuroimaging
1069,188,resting state
1070,188,human
1071,190,cooperator-cheat dynamics
1072,190,regulatory links
1073,190,siderophores
1074,191,Medical education & training
1075,191,World Wide Web technology
1076,192,Allen's rule
1077,192,Climate Adaptation
1078,192,environmental extremes
1079,193,Island biogeography
1080,193,Invasive species
1081,193,Hybridization
1082,193,Introgression
1083,193,Reproductive interference
1084,194,pregnant women
1085,194,Breastfeeding
1086,194,vaccination
1087,194,COVID-19
1088,194,access to health care
1089,194,India
1090,196,Sarcomeres
1091,196,z-line architecture
1092,196,Muscles
1093,196,striated muscles
1094,197,functional composition
1095,197,Orthoptera
1096,197,biodiversity ecosystem function
1097,197,herbivore
1098,198,Generalized linear model
1099,198,sourcs-sink dynamics
1100,198,integral projection model
1101,198,spatial heterogeneity
1102,199,Big Data
1103,199,cyberspecimen
1104,199,omics
1105,199,repositories
1106,199,specimen identifier
1107,199,taxonomic data
1108,200,Public health
1109,200,Diabetes & endocrinology
1110,200,Behavior
1111,206,diagnostic techniques and procedures
1112,206,patient care team
1113,206,lung neoplasms
1114,206,systems integration
1115,206,interprofessional relations
1116,207,neutral process hypothesis
1117,207,adaptive foraging theory
1118,207,food web response to abundance change
1119,207,host specialization
1120,207,prey shifting
1121,207,Multi-trophic interactions
1122,207,interaction frequency
1123,207,tephritid flies
1124,207,food web stability
1125,207,current
1126,208,Crocodylia
1127,208,Dentition
1128,208,Caniniform
1129,208,Holocene
1130,208,molariform
1131,208,crown
1132,208,semilandmarks
1133,209,handover
1134,209,health systems
1135,209,chronic disease management
1136,209,continuity of care
1137,209,transitional care
1138,211,Energy flow
1139,211,Industrial processes
1140,211,Manufacturing processes
1141,211,Steel
1142,211,Technology assessment
1143,211,Cements
1144,211,Ammonia
1145,211,Ethanol
1146,211,Ethylene
1147,211,Polypropylene
1148,211,Food
1149,212,Interview study
1150,212,inductive coding
1151,212,fully remote software teams
1152,212,collaborative work
1153,212,Software engineering
1154,214,sign surveys
1155,214,coexistence
1156,214,Occupancy Modelling
1157,214,depredation
1158,214,interviews
1159,215,hyperscanning
1160,215,sandplay therapy
1161,215,NIRS
1162,215,social interaction
1163,215,Psychotherapy
1164,215,nonverbal
1165,216,Agroforestry
1166,217,trust
1167,217,financial services
1168,217,consumer finance
1169,217,California
1170,217,credit unions
1171,217,Banking
1172,217,FinTech
1173,218,"Agroecology, Mountain Environmanet, Rural Sociology"
1174,219,biomedical research
1175,219,mixed methods
1176,219,interview data
1177,219,Reproducibility
1178,220,Rural Travel
1179,220,Travel Behavior
1180,220,interviews
1181,220,Vermont
1182,221,Indigenous Peoples
1183,221,Zoo
1184,221,coexistence
1185,221,PARTNERS framework
1186,221,Naivasha Vision
1187,221,Community-driven conservation
1188,221,partnership evaluation
1189,222,biological monitoring
1190,222,Mekong giant catfish
1191,222,Pangasius sanitwongsei
1192,222,interview data
1193,222,Modern
1194,223,complete streets
1195,223,interviews
1196,223,implementation
1197,223,condition survey
1198,223,road map
1199,224,False positive occupancy models
1200,224,Sightings-based surveys
1201,224,interviews
1202,224,large carnivores
1203,224,Africa
1204,224,Panthera leo
1205,224,Panthera pardus
1206,224,Acinonyx jubatus
